id,address,city,state,zip
518,807 and 811 William Hilton Parkway,Hilton Head Island,SC,29928
519,750 North Orleans Street,Chicago,IL,60610
520,6021 South Syracuse Way,Greenwood Village,CO,80111
521,493 North Highway 90 Bypass,Sierra Vista,AZ,85635
522,2036 North Walnut Street,Bloomington,IN,47404
523,12220 Jefferson Avenue,Newport News,VA,23602
524,5625 - 5645 S. Rainbow Blvd.,Las Vegas,NV,89118
525,6037 Fry Road,Katy,TX,77449
526,1716 Fulton Road,Fultondale,AL,35068
527,750 West 42 Avenue,Moline,IL,61265
528,"698, 750 & 800 Queen Street",Southington,CT,06489
529,2750 Sierra Sunrise Terrace,Chico,CA,95928
530,525 West 236th Street,Riverdale,NY,10463
531,81801 Overseas Highway,Islamorada,FL,33036
532,4849 Connecticut Avenue Northwest,Washington,DC,20008
533,6008 Vista Drive,Falls Church,VA,22041
534,915 North Wilton Place,Los Angeles,CA,90038
535,5302 Sara Lane,Waterford,MI,48327
536,2113 Emmorton Park Rd.,Edgewood,MD,21040
537,1017-1031 Center Point Place Road,Franklin,TN,37064
538,18307 Kenrick Ave,Lakeville,MN,55044
539,114-116 Surrey Circle,Chamblee,GA,30341
540,1489 North Military Trail,West Palm Beach,FL,33409
541,1744 W. Katella Avenue,Orange,CA,92867
542,"2403-2404 Heathrow, 2404 Chiswick & 21 Thatcham Drive",Champaign,IL,61820
543,18635 Soledad Canyon Road,Santa Clarita,CA,91351
544,2050 Express Drive South,Hauppauge,NY,11788
545,32600 Telegraph Road,Bingham Farms,MI,48025
546,6013 King Street,Shawnee,KS,66203
547,100 City Parkway,Las Vegas,NV,89106
548,10204 Two Notch Road,Columbia,SC,29229
549,975 East State Street,Athens,OH,45701
550,6730 Lenox Center Court,Memphis,TN,38115
551,116 New Montgomery Street,San Francisco,CA,94105
552,2905 & 2907 Butterfield Road,Oak Brook,IL,60523
553,1001 West Cypress Creek Road,Fort Lauderdale,FL,33309
554,1600 S. Kanner Highway,Stuart,FL,34994
555,11290 Pines Blvd.,Pembroke Pines,FL,33026
556,1301 Inland Seas Boulevard,Winter Garden,FL,34787
557,101 Express Drive,Reidsville,NC,27320
558,15615 John F. Kennedy Boulevard,Houston,TX,77032
559,1021 Main Street,Houston,TX,77002
560,545 West 111th Street,New York,NY,10025
561,975 Sheldon Road,Channelview,TX,77530
562,1705 Metrocrest Drive,Carrollton,TX,75006
563,5150 East Dublin-Granville Road,Columbus,OH,43081
564,2305 Pendelton Street,Memphis,TN,38114
565,3100 North Elm Street,Greensboro,NC,27408
566,9825 Spectrum Drive,Austin,TX,78717
567,313-315 West Muhammad Ali Boulevard,Louisville,KY,40202
568,1327-1341 Chestnut Street,Philadelphia,PA,19107
569,3500 West College Road,Ocala,FL,34474
570,2721 Edgington Street,Franklin Park,IL,60131
571,2740 Greenbriar Parkway,Atlanta,GA,30331
572,2813-2899 Dulles Avenue,Missouri City,TX,77459
573,2876 West Jefferson Street,Boise,ID,83702
574,200 Valley Road,Mount Arlington,NJ,07856
575,6822 South Hulen Street,Fort Worth,TX,76133
576,3333 Masonic Drive,Alexandria,LA,71301
577,East Boulevard/Calmar Drive,Montgomery,AL,36116
578,328 & 332 Front Street South and 102 Jay Street,La Crosse,WI,54601
579,1419 North Wells Street,Chicago,IL,60610
580,4385 Fountain Hills Drive,Prior Lake,MN,55372
581,6799 Sky Way,Paradise,CA,95969
582,12249 Science Drive,Orlando,FL,32826
583,5055-73 Federal Boulevard & 1551-61 Altadena Avenue,San Diego,CA,92102
584,1130 3rd Avenue,Oakland,CA,94606
585,2975 Pinole Valley Road,Pinole,CA,94564
586,1675 Route 9,Clifton Park,NY,12065
587,1510 Old Oakland Road,San Jose,CA,95112
588,"800, 850, 875 Concourse Parkway South",Maitland,FL,32751
589,38 Holloway Boulevard,Buffalo,NY,14209
590,13001 Pennock Avenue,Apple Valley,MN,55124
591,3801-3803 Parkwood Boulevard,Frisco,TX,75034
592,169 Fifth Avenue,Brooklyn,NY,11217
593,15 Clark Street,Brooklyn,NY,11201
594,1001 Third West Avenue,Bradenton,FL,34205
595,951 18th Street South,Birmingham,AL,35205
596,8610 Pinetree Court,Tampa,FL,33604
597,1100 Lincoln Road,Miami Beach,FL,33139
598,903 Rucker Boulevard,Enterprise,AL,36330
599,6300 West Bellfort Street,Houston,TX,77035
600,US Route 30 & Fruitville Pike,Lancaster,PA,17603
601,500 Northwest 77th Street,Boca Raton,FL,33487
602,78 Croton Avenue,Ossining,NY,10562
603,2121 N. Center St.,Mesa,AZ,85201
604,One and Three Long Wharf Drive,New Haven,CT,06511
605,415-461 Tennessee Street,Redlands,CA,92373
606,353 Trophy Lake Drive,Trophy Club,TX,76262
607,512 Autumn Springs Court,Franklin,TN,37067
608,1046 West Patrick Street,Frederick,MD,21703
609,1205 University Avenue,Columbia,MO,65201
610,615 West Wilshire Boulevard,Oklahoma City,OK,73116
611,1300 Laban Avenue,Houma,LA,70363
612,3179-3187 Bellevue Avenue,Syracuse,NY,13219
613,"1280, 1300, 1400 North Johnson Avenue",El Cajon,CA,92020
614,15202 Major Lansdale Boulevard,Bowie,MD,20716
615,3400 E. McDowell Road,Phoenix,AZ,85008
616,1015 East Ray Road,Chandler,AZ,85225
617,500 Main Street,Breckenridge,CO,80424
618,10500 Monterey Place Circle,Louisville,KY,40272
619,600 Wyndhurst Avenue,Baltimore,MD,21210
620,305-315 Linden Boulevard,Brooklyn,NY,11226
621,40-42 West 22nd Street,New York,NY,10010
622,3801 Clemson Boulevard,Anderson,SC,29621
623,32432 Capitol Street,Livonia,MI,48150
624,230 Cumberland Bend Drive,Nashville,TN,37228
625,2033 North Prospect Avenue,Champaign,IL,61822
626,1704 Nelms Drive,Austin,TX,78744
627,6201 Fairview Road,Charlotte,NC,28210
628,1842 Beacon Street,Brookline,MA,02445
629,5600 Buford Highway Northeast,Doraville,GA,30340
630,702 Bankhead Highway,Carrollton,GA,30117
631,4784 Boston Post Road,Pelham Manor,NY,10803
632,2057-2065 Mission Street,San Francisco,CA,94110
633,182 Summer Street,Kingston,MA,02364
634,61 Irving Place,New York,NY,10003
635,3621 and 3701 Winkler Avenue,Fort Myers,FL,33916
636,400 Legends Terrace Drive,Eureka,MO,63025
637,1226 South Mebane Street,Burlington,NC,27215
638,3601 Chichester Avenue,Upper Chichester Township,PA,19061
639,32151 Camino Capistrano,San Juan Capistrano,CA,92807
640,280 Euclid Avenue,Pasadena,CA,91101
641,1334 Walnut Street,Philadelphia,PA,19107
642,319 East 50th Street,New York,NY,10022
643,1350 North Meridian Street,Indianapolis,IN,46202
644,124-126-128 Neptune Avenue & 6 Sheffield Street,Jersey City,NJ,07305
645,4205-4255 Spring Mountain Road,Las Vegas,NV,89103
646,86-88 Prospect Park West,Brooklyn,NY,11215
647,1600 North State Route 50,Bourbonnais,IL,60914
648,26 East 64th Street,New York,NY,10021
649,"13355, 13455, 13155 Noel Road",Dallas,TX,75240
650,500-564 Southwest 93rd & 9400-9828 South Shartel Avenue,Oklahoma City,OK,73139
651,451 North Interstate 35,Georgetown,TX,78628
652,100 Riverbend Drive,West Columbia,SC,29169
653,2400 S. Jones Boulevard,Las Vegas,NV,89102
654,2600 Westward Drive,San Antonio,TX,78227
655,18645 East Arrow Highway,Covina,CA,91722
656,1101 New York Avenue NW,Washington,DC,20005
657,205 West Randolph Street,Chicago,IL,60606
658,1550 Blalock,Houston,TX,77080
659,2700 Candler Rd,Decatur,GA,30034
660,4425 Corporation Lane,Virginia Beach,VA,23462
661,615 Douglas Street and 5704 Fayetteville Road,Durham,NC,
662,2800 Parmer Avenue,Fort Worth,TX,76109
663,7615 Magnolia Beach Road,Denham Springs,LA,70726
664,6601 West Indian School Road,Phoenix,AZ,85033
665,1514 E. Irvington Road,Tucson,AZ,85714
666,12 South Central Avenue,Mechanicville,NY,12118
667,9903-9963 East Baseline Road,Mesa,AZ,85201
668,94-102 Hamilton Place,New York,NY,10031
669,1924 East Maple Avenue,El Segundo,CA,90245
670,Dale Road,Hereford Township,PA,19504
671,510-580 East 17th Street,Idaho Falls,ID,83404
672,2111 Fair Park Boulevard,Jonesboro,AR,72401
673,3084 Yale Avenue,Memphis,TN,38112
674,210 South 7th Avenue,Scranton,PA,18505
675,707 L Street,Chula Vista,CA,91911
676,1530-1618 Washington Blvd.,Fremont,CA,94539
677,1625 West Chandler Boulevard,Chandler,AZ,85224
678,1900 St. Louis Ave.,Duluth,MN,55802
679,4441 South Escondido Road,Las Vegas,NV,89119
680,2741 Faudree Road,Odessa,TX,79765
681,16300-16320 Stagg Street,Van Nuys,CA,91406
682,NEC  Route 23 & Morse Avenue,Butler,NJ,07405
683,6736 West Washington Street,West Allis,WI,53214
684,1650 U.S. Highway 441,Mount Dora,FL,32757
685,14740 North Northsight Boulevard,Scottsdale,AZ,85260
686,1545 Spruce Terrace,Tampa,FL,33607
687,"334, 340, 416 West Las Tunas Drive",San Gabriel,CA,91776
688,1306 Southport Drive,Austin,TX,78704
689,10331 Hotel Avenue NE,Albuquerque,NM,87123
690,2588-1 Seaford Circle,Tampa,FL,33612
691,465 West San Carlos Street,San Jose,CA,95110
692,3795 Orchard Road,Oswego,IL,60543
693,111 Corporate Lane,Columbia,SC,29202
694,1700 Park Avenue,Bridgeport,CT,06604
695,2976 & 2984 Chapel Valley Road and 3001 & 3005 Triverton Pik,Fitchburg,WI,53711
696,2433 West Campbell Avenue,Phoenix,AZ,85015
697,134 Golden Gate Avenue,San Francisco,CA,94102
698,8350 & 8366 Westheimer,Houston,TX,77063
699,159 West 74th Street,New York,NY,10023
700,303 H Street,Chula Vista,CA,91910
701,9621 & 9631 Irondale Avenue,Chatsworth,CA,91311
702,4400 Boone Road,Houston,TX,77072
703,"3600, 3642 & 3752 University Boulevard West",Jacksonville,FL,32217
704,801-837 West 119th Street,Chicago,IL,60643
705,11230 S.W. 137th Avenue,Miami,FL,33186
706,5800 Woodside Drive,Rocklin,CA,95677
707,Elaine Place and Roscoe Street,Chicago,IL,60657
708,1622 Walter Street,Ventura,CA,93003
709,2250 Sidney Road,Port Orchard,WA,98366
710,6 Washington Street,North Reading,MA,01864
711,7208 - 7290 W. Lake Mead Blvd,Las Vegas,NV,89128
712,11322-11338 Princeton Pike,Cincinnati,OH,45246
713,10852 Verhaven Lane,Saint Louis,MO,63114
714,1505 Wirt Road,Houston,TX,77055
715,"E. Side of Haines Road, S. of Mt. Rose Avenue",Springettsbury,PA,17402
716,27400 McCall Boulevard,Sun City,CA,92585
717,501 Davis Street,Vacaville,CA,95688
718,6812 Poss Road,Leon Valley,TX,78238
719,1211 Avenue of the Americas,New York,NY,10036
720,2202 North Market Street,Champaign,IL,61822
721,3425 Orange Grove Avenue,North Highlands,CA,95660
722,2950 South Archibald Ave,Ontario,CA,91761
723,2963 Park Avenue,Memphis,TN,38114
724,10802 IH 37,Corpus Christi,TX,78410
725,2920 Davie Road,Davie,FL,33314
726,2211 Kuhio Avenue,Honolulu,HI,96815
727,201 Dixie Drive,Clute,TX,77531
728,8039 Vincent Road,Denham Springs,LA,70726
729,25000 Euclid Avenue,Euclid,OH,44117
730,2900 Westchester Avenue,Purchase,NY,10577
731,219 Marlboro Avenue,Easton,MD,21601
732,1212 Maple Avenue,Zanesville,OH,43701
733,5504 Town Center Drive,Granger,IN,46530
734,5600 Mt. Solo Road,Longview,WA,98632
735,1220 North Highland Avenue,Los Angeles,CA,90038
736,"6340, 6341, 6395, 6431 St. Andrews Drive",Canfield,OH,44406
737,4458 Elvis Presley,Memphis,TN,38116
738,6555 Park Brook,Forest Hill,TX,76140
739,5235 Post Road,Riverdale,NY,10471
740,5904 Riggs Road,Adelphi,MD,20783
741,6366 East Evans Avenue,Denver,CO,80222
742,6201 Bert Kouns Industrial Loop,Shreveport,LA,71129
743,1835 Amsterdam Avenue,New York,NY,10031
744,6121 Lankershim Boulevard,North Hollywood,CA,91606
745,1091 Calcot Place,Oakland,CA,94606
746,704 Ne Hogan,Gresham,OR,97030
747,4 Home Depot Drive,Plymouth,MA,02360
748,5050-5180 Kietzke Lane; 6150 South McCarran Boulevard,Reno,NV,89511
749,564 6th Street,San Francisco,CA,94103
750,4235 Marsh Landing Boulevard,Jacksonville,FL,32250
751,1379-1419 Old Bridge Road,Woodbridge,VA,22192
752,10504 Broadway,Pearland,TX,77584
753,4310 Buffalo Gap Road,Abilene,TX,79606
754,650 Way Market Drive,Ann Arbor,MI,48103
755,1475-1485 Richardson Drive,Richardson,TX,75080
756,19260 28th Avenue South,Seatac,WA,98188
757,5641 - 5661 NE 18th Avenue,Fort Lauderdale,FL,33334
758,1001 N. Kings Highway,Cherry Hill Township,NJ,08034
759,605 Market Street,San Francisco,CA,94105
760,8108 Abercorn Street,Savannah,GA,31406
761,1430 South Babcock Street,Melbourne,FL,32901
762,550 2nd Street West,Sonoma,CA,95476
763,70380 Highway 21,Covington,LA,70433
764,3351 Cove Lake Drive,Lexington,KY,40509
765,5765 South State Route 48,Maineville,OH,45039
766,821-901 W. Park Avenue,Ocean Township,NJ,07712
767,3371 Decatur Avenue,Bronx,NY,10467
768,440-490 State Route 211 East,Middletown,NY,10940
769,"15 North 18th Street, Unit 3",Richmond,VA,23223
770,920 West Taylor Road,Romeoville,IL,60446
771,210 & 40 Meadowlands Parkway,Secaucus,NJ,07094
772,3501 Electronics Way,West Palm Beach,FL,33407
773,224 North McPherson Road,Orange,CA,92869
774,550 Clinton Avenue,Hutchinson,MN,55350
775,14818 Shark Street,Hudson,FL,34667
776,14014 Admiralty Way,Lynnwood,WA,98087
777,3985 Atlanta Highway,Bogart,GA,30622
778,20969 Woodland Glen Drive,Northville,MI,48167
779,2675 East Patrick Lane and 6145 Harrison Drive,Las Vegas,NV,89120
780,E. 9518 4th Avenue,Spokane,WA,99206
781,10291 & 10293 North Meridian Street,Indianapolis,IN,46290
782,5200 South Alameda Street,Vernon,CA,90058
783,3815 Martin Luther King Jr. Drive,Atlanta,GA,30331
784,14700 Tamiami Trail North,Naples,FL,34110
785,17310 Kieth Harrow Boulevard,Houston,TX,77084
786,76-98 DeHaven Drive,Yonkers,NY,10703
787,500 and 506 El Rancho Drive,Sparks,NV,89431
788,22600 Crenshaw Boulevard,Torrance,CA,90505
789,1415 Richmond Avenue,Staten Island,NY,10314
790,1305-07 N. Vermont Ave.,Los Angeles,CA,90027
791,5608 Newman Drive,Port Orange,FL,32127
792,950 North Western Avenue,Lake Forest,IL,60045
793,1520-1540 West Interstate 20,Arlington,TX,76017
794,620 Dover Center Road,Bay Village,OH,44140
795,2506-2610 West Pioneer Parkway,Pantego,TX,76013
796,56965 Stoney Creek Drive,Shelby Township,MI,48316
797,415-425 S. McClintock Dr. & 402-420 S. Perry Lane,Tempe,AZ,85281
798,660 Woodbury-Glassboro Road,Sewell,NJ,08080
799,2450 South Reynolds Road,Toledo,OH,43614
800,910 Florin Road,Sacramento,CA,95831
801,1545 Three Village Road,Weston,FL,33326
802,1430 South Roan Street,Johnson City,TN,37601
803,1001 North Barfield Drive,Marco Island,FL,34145
804,345 Adams Street,Brooklyn,NY,11201
805,9669 Forest Lane,Dallas,TX,75243
806,5421 East Williams Boulevard,Tucson,AZ,85711
807,910 South Broadway,Amityville,NY,11701
808,220 Jackson Street,San Francisco,CA,94111
809,24900 Kennedy Ridge Road,North Olmsted,OH,44070
810,175 Admiral Cochrane Drive,Annapolis,MD,21401
811,332 East 95th Street,New York,NY,10128
812,8547 Hickory Drive,Sterling Heights,MI,48312
813,13811 West 63rd Street,Shawnee,KS,66216
814,335 E SAN AUGUSTINE,Deer Park,TX,77536
815,5748 Baltimore National Pike,Baltimore,MD,21228
816,901 Southwest Highland Drive,Gresham,OR,97080
817,210-50 41st Avenue,Bayside,NY,11361
818,4440 East Tropicana Avenue,Las Vegas,NV,89121
819,565 St. Johns Avenue Southwest,Atlanta,GA,30315
820,510-522 Main Street,Bangor,ME,04401
821,1601-1631 West Main Street,Bozeman,MT,59715
822,2220 Chanticleer Avenue,Santa Cruz,CA,95062
823,13700 Baltimore Avenue,Laurel,MD,20707
824,506 and 706 McNeil Road,Round Rock,TX,78681
825,8925_8955_8985 East Nichols Avenue,Englewood,CO,80112
826,2901 Somersville Road,Antioch,CA,94509
827,205-225 108th Avenue Northeast,Bellevue,WA,98004
828,500 Nolen Drive,Southlake,TX,76092
829,1075 Northern Boulevard,Flower Hill,NY,11576
830,21301 Kuykendahal Road,Spring,TX,77379
831,700 Garden Lane,Shakopee,MN,55379
832,2151 Three Lakes Road,Albany,OR,97322
833,"3706-3746, 3808, 3844, 3850, 3900-3940 South Mooney Boulevard",Visalia,CA,93277
834,O'Neill Highway and Monahan Avenue,Dunmore,PA,18512
835,588 Lakeview Parkway,Vernon Hills,IL,60061
836,59-61 Chubb Way,Branchburg,NJ,08876
837,2125 West Highway 70,Thatcher,AZ,85552
838,7300 East Gainey Suites Drive,Scottsdale,AZ,85258
839,447 Atlantic Avenue,New York,NY,11217
840,11700 Stearns Street,Overland Park,KS,66210
841,66 Milton Road; 75 Milton Road,Rye,NY,10580
842,2800 North Water Street,Decatur,IL,62526
843,325 W. Lancaster Avenue,Ardmore,PA,19003
844,400 East 2nd Avenue,Durango,CO,81301
845,980-990 Hammond Drive,Atlanta,GA,30328
846,1 Guenevere Court,Newport News,VA,23602
847,3807 Wilshire Boulevard,Los Angeles,CA,90010
848,3420-28 Boston Road,Bronx,NY,10469
849,4325 West Tropicana Ave.,Las Vegas,NV,89118
850,100 Domain Drive,Exeter,NH,03833
851,20800 Highway 281 North,San Antonio,TX,78258
852,11140 Parkside Drive,Knoxville,TN,37922
853,13501 Independence Parkway,Fort Worth,TX,76177
854,210 Innovation Way,Akron,OH,44306
855,14918 Foothill Blvd,Fontana,CA,92335
856,3330 Rosecrans Street,San Diego,CA,92110
857,25 Plaza Street West,Brooklyn,NY,11217
858,"1000, 1100, 1200, 1300 and 1400 Airport North Office Park",Fort Wayne,IN,46825
859,901-974 Summerfield Apartments,Winchester,VA,22601
860,4650-4850 E. Southport Road; 6810 S. Emerson,Indianapolis,IN,46217
861,1700 - 1790 West State Street,Boise,ID,83702
862,5930 Moulton Court,Charlotte,NC,28213
863,38665 12th Street East,Palmdale,CA,93550
864,3235 Avondale Mill Road,Macon,GA,31216
865,8106-8160 Springboro Pike,Miamisburg,OH,45342
866,9601 Forest Lane,Dallas,TX,75243
867,840 1st Street,Washington,DC,20002
868,1302 Blalock,Houston,TX,77055
869,222 South First Street,Rogers,AR,72756
870,211 Century Drive,Greenville,SC,29607
871,5102-5116 West Museum Drive,Oak Lawn,IL,60453
872,4142 Pacific Coast Hwy.,Torrance,CA,90722
873,1802  A  Street Southeast,Auburn,WA,98002
874,1900 Churn Creek Rd,Redding,CA,96002
875,163 Birchview Drive,Piscataway,NJ,08854
876,1405 Cortez Street,Denver,CO,80221
877,11101 Metro Airport Ctr. Dr.,Romulus,MI,48174
878,2697 International Parkway,Virginia Beach,VA,23542
879,738-746 West 17th Street,Costa Mesa,CA,92627
880,310 Avenida Pico,San Clemente,CA,92672
881,150 Fourth Avenue North,Nashville,TN,37219
882,170-190 State Street and 112 Golden Street,New London,CT,06320
883,"1607 and 1656 South 8th Street, 1616 South 11th Street, 1655 South 17th Street, 2130 South 7th Street, 2309 West National Avenue, 2603, 2613 and 2621 West Michigan Street, 528 North 27th Street",Milwaukee,WI,
884,15210 and 15220 South 50th Street,Phoenix,AZ,85044
885,9307-9329 & 9335-9341 Kingston Pike,Knoxville,TN,37922
886,3412 College Avenue,San Diego,CA,92115
887,3985 Bennett Drive,Bellingham,WA,98225
888,885 East H Street,Chula Vista,CA,91910
889,13975 Lakeside Circle,Sterling Heights,MI,48313
890,900-1000 Park Centre Boulevard,Miami,FL,33169
891,400 River Place,Monona,WI,53716
892,5929-5947 Jimmy Carter Boulevard,Norcross,GA,30071
893,600 Elm Street,Page,AZ,86040
894,2 Andover Road,Athens,OH,45701
895,5830-5832 Uplander Way,Culver City,CA,90230
896,5200 North Keystone Avenue,Indianapolis,IN,46220
897,900 Poplar Place South,Seattle,WA,98144
898,2264 Creston Avenue,Bronx,NY,10453
899,7345-7445 South Durango Drive,Las Vegas,NV,89113
900,453 Country Drive,Dover,DE,19901
901,6631 West Broad Street,Richmond,VA,23230
902,10 Lakeside Way,Newnan,GA,30265
903,2735 East Highway 80,Mesquite,TX,75150
904,1400 & 1401 Namekagon,Hudson,WI,54016
905,4500 Leeds Avenue,North Charleston,SC,29419
906,302-402 S. Milliken Avenue,Ontario,CA,91761
907,620-636 Long Point Road,Mt. Pleasant,SC,29464
908,2607 Broadway Avenue,Yankton,SD,57078
909,5701 Coastal Highway,Ocean City,MD,21842
910,1000 Route 611,Tannersville,PA,18372
911,3389 Memorial Boulevard,Murfreesboro,TN,37129
912,2105 Lake Smith Drive,Virginia Beach,VA,23455
913,5916 West Loop 289,Lubbock,TX,79424
914,1050 Ponce De Leon Avenue,Atlanta,GA,30306
915,296 Roy Huie Road,Riverdale,GA,30274
916,3919 Carnegie Avenue,Myrtle Beach,SC,29588
917,47 West Polk Street,Chicago,IL,60605
918,3700 Haney Drive,Westmoreland,PA,15668
919,2029 Lynnhaven Parkway,Virginia Beach,VA,23456
920,6600-6602 International Drive,Orlando,FL,32819
921,39 Remsen Street,Brooklyn,NY,11201
922,890 Hidden Valley Road,Bozeman,MT,59718
923,314 South Main Street,Angels Camp,CA,95222
924,1000 & 1100 E. Warrenville Road,Naperville,IL,60563
925,5335 East Broadway Boulevard,Tucson,AZ,85711
926,8210 Lakeshore Trail East Drive,Indianapolis,IN,46250
927,7858 Shrader Road,Richmond,VA,23294
928,515 Bash Street et. al.,Champaign-Urbana,IL,61820
929,3270 W. Silver Lake Road,Fenton,MI,48430
930,4800 Corporation Drive,Fayetteville,NC,28306
931,17120 Gulf Boulevard,North Redington Beach,FL,33708
932,7303 Plantation Road,Pensacola,FL,32504
933,3842 North University Drive,Sunrise,FL,33321
934,1500 Freedom Self Storage Road,Fort Walton Beach,FL,32547
935,33 Broad Street,Providence,RI,02903
936,20301 Bruce B Downs Boulevard,Tampa,FL,33647
937,3250 Craig Drive,Mckinney,TX,75070
938,65 Lambert Street,Portland,ME,04102
939,334 South Water Street,Providence,RI,02903
940,"631 South Orlando Avenue & 1220, 1230 and 1234 West Fairbanks Avenue",Winter Park,FL,32789
941,16170 Red Arrow Highway,Union Pier,MI,49129
942,3380 South 4th Avenue,Yuma,AZ,85365
943,20921 Lahser Road,Southfield,MI,48034
944,75 Public Square,Cleveland,OH,44113
945,1101 Pacific Avenue,Santa Cruz,CA,95060
946,36505 Northview Blvd,Sterling Heights,MI,48310
947,7569 West 72nd Street,Arvada,CO,80003
